"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"28/09/2023 10:00:00 - 28/09/2023 11:00:00","BZN|ES","Without Sequence","93.40","",""
"28/09/2023 11:00:00 - 28/09/2023 12:00:00","BZN|ES","Without Sequence","88.56","",""
"28/09/2023 12:00:00 - 28/09/2023 13:00:00","BZN|ES","Without Sequence","83.73","",""
"28/09/2023 13:00:00 - 28/09/2023 14:00:00","BZN|ES","Without Sequence","82.18","",""
"28/09/2023 14:00:00 - 28/09/2023 15:00:00","BZN|ES","Without Sequence","87.70","",""
"28/09/2023 15:00:00 - 28/09/2023 16:00:00","BZN|ES","Without Sequence","91.50","",""
"28/09/2023 16:00:00 - 28/09/2023 17:00:00","BZN|ES","Without Sequence","92.90","",""
"28/09/2023 17:00:00 - 28/09/2023 18:00:00","BZN|ES","Without Sequence","97.00","",""
"28/09/2023 18:00:00 - 28/09/2023 19:00:00","BZN|ES","Without Sequence","119.77","",""
"28/09/2023 19:00:00 - 28/09/2023 20:00:00","BZN|ES","Without Sequence","133.67","",""
"28/09/2023 20:00:00 - 28/09/2023 21:00:00","BZN|ES","Without Sequence","147.65","",""
"28/09/2023 21:00:00 - 28/09/2023 22:00:00","BZN|ES","Without Sequence","147.00","",""
"28/09/2023 22:00:00 - 28/09/2023 23:00:00","BZN|ES","Without Sequence","130.00","",""
"28/09/2023 23:00:00 - 29/09/2023 00:00:00","BZN|ES","Without Sequence","122.00","",""
"29/09/2023 00:00:00 - 29/09/2023 01:00:00","BZN|ES","Without Sequence","115.93","",""
"29/09/2023 01:00:00 - 29/09/2023 02:00:00","BZN|ES","Without Sequence","120.32","",""
"29/09/2023 02:00:00 - 29/09/2023 03:00:00","BZN|ES","Without Sequence","121.00","",""
"29/09/2023 03:00:00 - 29/09/2023 04:00:00","BZN|ES","Without Sequence","126.89","",""
"29/09/2023 04:00:00 - 29/09/2023 05:00:00","BZN|ES","Without Sequence","127.10","",""
"29/09/2023 05:00:00 - 29/09/2023 06:00:00","BZN|ES","Without Sequence","118.54","",""
"29/09/2023 06:00:00 - 29/09/2023 07:00:00","BZN|ES","Without Sequence","128.36","",""
"29/09/2023 07:00:00 - 29/09/2023 08:00:00","BZN|ES","Without Sequence","135.95","",""
"29/09/2023 08:00:00 - 29/09/2023 09:00:00","BZN|ES","Without Sequence","138.34","",""
"29/09/2023 09:00:00 - 29/09/2023 10:00:00","BZN|ES","Without Sequence","120.32","",""
"29/09/2023 10:00:00 - 29/09/2023 11:00:00","BZN|ES","Without Sequence","110.84","",""
"29/09/2023 11:00:00 - 29/09/2023 12:00:00","BZN|ES","Without Sequence","96.80","",""
"29/09/2023 12:00:00 - 29/09/2023 13:00:00","BZN|ES","Without Sequence","94.50","",""
"29/09/2023 13:00:00 - 29/09/2023 14:00:00","BZN|ES","Without Sequence","94.00","",""
"29/09/2023 14:00:00 - 29/09/2023 15:00:00","BZN|ES","Without Sequence","93.65","",""
"29/09/2023 15:00:00 - 29/09/2023 16:00:00","BZN|ES","Without Sequence","90.87","",""
"29/09/2023 16:00:00 - 29/09/2023 17:00:00","BZN|ES","Without Sequence","96.71","",""
"29/09/2023 17:00:00 - 29/09/2023 18:00:00","BZN|ES","Without Sequence","112.00","",""
"29/09/2023 18:00:00 - 29/09/2023 19:00:00","BZN|ES","Without Sequence","121.45","",""
"29/09/2023 19:00:00 - 29/09/2023 20:00:00","BZN|ES","Without Sequence","141.24","",""
"29/09/2023 20:00:00 - 29/09/2023 21:00:00","BZN|ES","Without Sequence","149.25","",""
"29/09/2023 21:00:00 - 29/09/2023 22:00:00","BZN|ES","Without Sequence","143.21","",""
"29/09/2023 22:00:00 - 29/09/2023 23:00:00","BZN|ES","Without Sequence","129.91","",""
"29/09/2023 23:00:00 - 30/09/2023 00:00:00","BZN|ES","Without Sequence","127.88","",""
"30/09/2023 00:00:00 - 30/09/2023 01:00:00","BZN|ES","Without Sequence","126.62","",""
"30/09/2023 01:00:00 - 30/09/2023 02:00:00","BZN|ES","Without Sequence","125.60","",""
"30/09/2023 02:00:00 - 30/09/2023 03:00:00","BZN|ES","Without Sequence","120.00","",""
"30/09/2023 03:00:00 - 30/09/2023 04:00:00","BZN|ES","Without Sequence","125.34","",""
"30/09/2023 04:00:00 - 30/09/2023 05:00:00","BZN|ES","Without Sequence","124.73","",""
"30/09/2023 05:00:00 - 30/09/2023 06:00:00","BZN|ES","Without Sequence","116.89","",""
"30/09/2023 06:00:00 - 30/09/2023 07:00:00","BZN|ES","Without Sequence","113.72","",""
"30/09/2023 07:00:00 - 30/09/2023 08:00:00","BZN|ES","Without Sequence","119.01","",""
"30/09/2023 08:00:00 - 30/09/2023 09:00:00","BZN|ES","Without Sequence","113.72","",""
"30/09/2023 09:00:00 - 30/09/2023 10:00:00","BZN|ES","Without Sequence","105.08","",""
"30/09/2023 10:00:00 - 30/09/2023 11:00:00","BZN|ES","Without Sequence","87.50","",""
"30/09/2023 11:00:00 - 30/09/2023 12:00:00","BZN|ES","Without Sequence","70.50","",""
"30/09/2023 12:00:00 - 30/09/2023 13:00:00","BZN|ES","Without Sequence","42.76","",""
"30/09/2023 13:00:00 - 30/09/2023 14:00:00","BZN|ES","Without Sequence","54.63","",""
"30/09/2023 14:00:00 - 30/09/2023 15:00:00","BZN|ES","Without Sequence","40.00","",""
"30/09/2023 15:00:00 - 30/09/2023 16:00:00","BZN|ES","Without Sequence","56.00","",""
"30/09/2023 16:00:00 - 30/09/2023 17:00:00","BZN|ES","Without Sequence","81.80","",""
"30/09/2023 17:00:00 - 30/09/2023 18:00:00","BZN|ES","Without Sequence","90.00","",""
"30/09/2023 18:00:00 - 30/09/2023 19:00:00","BZN|ES","Without Sequence","113.72","",""
"30/09/2023 19:00:00 - 30/09/2023 20:00:00","BZN|ES","Without Sequence","132.03","",""
"30/09/2023 20:00:00 - 30/09/2023 21:00:00","BZN|ES","Without Sequence","145.18","",""
"30/09/2023 21:00:00 - 30/09/2023 22:00:00","BZN|ES","Without Sequence","150.58","",""
"30/09/2023 22:00:00 - 30/09/2023 23:00:00","BZN|ES","Without Sequence","133.67","",""
"30/09/2023 23:00:00 - 01/10/2023 00:00:00","BZN|ES","Without Sequence","128.36","",""
"01/10/2023 00:00:00 - 01/10/2023 01:00:00","BZN|ES","Without Sequence","126.88","",""
"01/10/2023 01:00:00 - 01/10/2023 02:00:00","BZN|ES","Without Sequence","121.68","",""
"01/10/2023 02:00:00 - 01/10/2023 03:00:00","BZN|ES","Without Sequence","112.99","",""
"01/10/2023 03:00:00 - 01/10/2023 04:00:00","BZN|ES","Without Sequence","111.06","",""
"01/10/2023 04:00:00 - 01/10/2023 05:00:00","BZN|ES","Without Sequence","109.50","",""
"01/10/2023 05:00:00 - 01/10/2023 06:00:00","BZN|ES","Without Sequence","109.01","",""
"01/10/2023 06:00:00 - 01/10/2023 07:00:00","BZN|ES","Without Sequence","114.00","",""
"01/10/2023 07:00:00 - 01/10/2023 08:00:00","BZN|ES","Without Sequence","126.68","",""
"01/10/2023 08:00:00 - 01/10/2023 09:00:00","BZN|ES","Without Sequence","124.11","",""
"01/10/2023 09:00:00 - 01/10/2023 10:00:00","BZN|ES","Without Sequence","97.00","",""
"01/10/2023 10:00:00 - 01/10/2023 11:00:00","BZN|ES","Without Sequence","53.00","",""
"01/10/2023 11:00:00 - 01/10/2023 12:00:00","BZN|ES","Without Sequence","35.00","",""
"01/10/2023 12:00:00 - 01/10/2023 13:00:00","BZN|ES","Without Sequence","35.00","",""
"01/10/2023 13:00:00 - 01/10/2023 14:00:00","BZN|ES","Without Sequence","37.43","",""
"01/10/2023 14:00:00 - 01/10/2023 15:00:00","BZN|ES","Without Sequence","35.00","",""
"01/10/2023 15:00:00 - 01/10/2023 16:00:00","BZN|ES","Without Sequence","4.30","",""
"01/10/2023 16:00:00 - 01/10/2023 17:00:00","BZN|ES","Without Sequence","62.73","",""
"01/10/2023 17:00:00 - 01/10/2023 18:00:00","BZN|ES","Without Sequence","91.30","",""
"01/10/2023 18:00:00 - 01/10/2023 19:00:00","BZN|ES","Without Sequence","120.06","",""
"01/10/2023 19:00:00 - 01/10/2023 20:00:00","BZN|ES","Without Sequence","130.00","",""
"01/10/2023 20:00:00 - 01/10/2023 21:00:00","BZN|ES","Without Sequence","137.36","",""
"01/10/2023 21:00:00 - 01/10/2023 22:00:00","BZN|ES","Without Sequence","142.45","",""
"01/10/2023 22:00:00 - 01/10/2023 23:00:00","BZN|ES","Without Sequence","137.36","",""
"01/10/2023 23:00:00 - 02/10/2023 00:00:00","BZN|ES","Without Sequence","130.00","",""
"02/10/2023 00:00:00 - 02/10/2023 01:00:00","BZN|ES","Without Sequence","122.99","",""
"02/10/2023 01:00:00 - 02/10/2023 02:00:00","BZN|ES","Without Sequence","113.89","",""
"02/10/2023 02:00:00 - 02/10/2023 03:00:00","BZN|ES","Without Sequence","100.92","",""
"02/10/2023 03:00:00 - 02/10/2023 04:00:00","BZN|ES","Without Sequence","98.00","",""
"02/10/2023 04:00:00 - 02/10/2023 05:00:00","BZN|ES","Without Sequence","97.00","",""
"02/10/2023 05:00:00 - 02/10/2023 06:00:00","BZN|ES","Without Sequence","99.86","",""
"02/10/2023 06:00:00 - 02/10/2023 07:00:00","BZN|ES","Without Sequence","123.31","",""
"02/10/2023 07:00:00 - 02/10/2023 08:00:00","BZN|ES","Without Sequence","137.36","",""
"02/10/2023 08:00:00 - 02/10/2023 09:00:00","BZN|ES","Without Sequence","144.50","",""
"02/10/2023 09:00:00 - 02/10/2023 10:00:00","BZN|ES","Without Sequence","128.00","",""
"02/10/2023 10:00:00 - 02/10/2023 11:00:00","BZN|ES","Without Sequence","105.32","",""
"02/10/2023 11:00:00 - 02/10/2023 12:00:00","BZN|ES","Without Sequence","92.10","",""
"02/10/2023 12:00:00 - 02/10/2023 13:00:00","BZN|ES","Without Sequence","90.01","",""
"02/10/2023 13:00:00 - 02/10/2023 14:00:00","BZN|ES","Without Sequence","87.70","",""
"02/10/2023 14:00:00 - 02/10/2023 15:00:00","BZN|ES","Without Sequence","88.07","",""
"02/10/2023 15:00:00 - 02/10/2023 16:00:00","BZN|ES","Without Sequence","90.50","",""
"02/10/2023 16:00:00 - 02/10/2023 17:00:00","BZN|ES","Without Sequence","93.77","",""
"02/10/2023 17:00:00 - 02/10/2023 18:00:00","BZN|ES","Without Sequence","103.00","",""
"02/10/2023 18:00:00 - 02/10/2023 19:00:00","BZN|ES","Without Sequence","130.61","",""
"02/10/2023 19:00:00 - 02/10/2023 20:00:00","BZN|ES","Without Sequence","145.18","",""
"02/10/2023 20:00:00 - 02/10/2023 21:00:00","BZN|ES","Without Sequence","160.07","",""
"02/10/2023 21:00:00 - 02/10/2023 22:00:00","BZN|ES","Without Sequence","142.89","",""
"02/10/2023 22:00:00 - 02/10/2023 23:00:00","BZN|ES","Without Sequence","132.98","",""
"02/10/2023 23:00:00 - 03/10/2023 00:00:00","BZN|ES","Without Sequence","128.64","",""
"03/10/2023 00:00:00 - 03/10/2023 01:00:00","BZN|ES","Without Sequence","126.07","",""
"03/10/2023 01:00:00 - 03/10/2023 02:00:00","BZN|ES","Without Sequence","122.81","",""
"03/10/2023 02:00:00 - 03/10/2023 03:00:00","BZN|ES","Without Sequence","112.96","",""
"03/10/2023 03:00:00 - 03/10/2023 04:00:00","BZN|ES","Without Sequence","117.50","",""
"03/10/2023 04:00:00 - 03/10/2023 05:00:00","BZN|ES","Without Sequence","124.63","",""
"03/10/2023 05:00:00 - 03/10/2023 06:00:00","BZN|ES","Without Sequence","128.36","",""
"03/10/2023 06:00:00 - 03/10/2023 07:00:00","BZN|ES","Without Sequence","129.57","",""
"03/10/2023 07:00:00 - 03/10/2023 08:00:00","BZN|ES","Without Sequence","133.15","",""
"03/10/2023 08:00:00 - 03/10/2023 09:00:00","BZN|ES","Without Sequence","134.27","",""
"03/10/2023 09:00:00 - 03/10/2023 10:00:00","BZN|ES","Without Sequence","126.44","",""
"03/10/2023 10:00:00 - 03/10/2023 11:00:00","BZN|ES","Without Sequence","108.17","",""
"03/10/2023 11:00:00 - 03/10/2023 12:00:00","BZN|ES","Without Sequence","91.60","",""
"03/10/2023 12:00:00 - 03/10/2023 13:00:00","BZN|ES","Without Sequence","90.80","",""
"03/10/2023 13:00:00 - 03/10/2023 14:00:00","BZN|ES","Without Sequence","88.00","",""
"03/10/2023 14:00:00 - 03/10/2023 15:00:00","BZN|ES","Without Sequence","74.99","",""
"03/10/2023 15:00:00 - 03/10/2023 16:00:00","BZN|ES","Without Sequence","64.91","",""
"03/10/2023 16:00:00 - 03/10/2023 17:00:00","BZN|ES","Without Sequence","35.00","",""
"03/10/2023 17:00:00 - 03/10/2023 18:00:00","BZN|ES","Without Sequence","70.12","",""
"03/10/2023 18:00:00 - 03/10/2023 19:00:00","BZN|ES","Without Sequence","92.00","",""
"03/10/2023 19:00:00 - 03/10/2023 20:00:00","BZN|ES","Without Sequence","124.00","",""
"03/10/2023 20:00:00 - 03/10/2023 21:00:00","BZN|ES","Without Sequence","130.00","",""
"03/10/2023 21:00:00 - 03/10/2023 22:00:00","BZN|ES","Without Sequence","125.78","",""
"03/10/2023 22:00:00 - 03/10/2023 23:00:00","BZN|ES","Without Sequence","114.00","",""
"03/10/2023 23:00:00 - 04/10/2023 00:00:00","BZN|ES","Without Sequence","93.37","",""
"04/10/2023 00:00:00 - 04/10/2023 01:00:00","BZN|ES","Without Sequence","85.00","",""
"04/10/2023 01:00:00 - 04/10/2023 02:00:00","BZN|ES","Without Sequence","84.25","",""
"04/10/2023 02:00:00 - 04/10/2023 03:00:00","BZN|ES","Without Sequence","84.82","",""
"04/10/2023 03:00:00 - 04/10/2023 04:00:00","BZN|ES","Without Sequence","86.10","",""
"04/10/2023 04:00:00 - 04/10/2023 05:00:00","BZN|ES","Without Sequence","90.10","",""
"04/10/2023 05:00:00 - 04/10/2023 06:00:00","BZN|ES","Without Sequence","92.10","",""
"04/10/2023 06:00:00 - 04/10/2023 07:00:00","BZN|ES","Without Sequence","118.00","",""
"04/10/2023 07:00:00 - 04/10/2023 08:00:00","BZN|ES","Without Sequence","124.72","",""
"04/10/2023 08:00:00 - 04/10/2023 09:00:00","BZN|ES","Without Sequence","129.29","",""
"04/10/2023 09:00:00 - 04/10/2023 10:00:00","BZN|ES","Without Sequence","125.00","",""
"04/10/2023 10:00:00 - 04/10/2023 11:00:00","BZN|ES","Without Sequence","92.20","",""
"04/10/2023 11:00:00 - 04/10/2023 12:00:00","BZN|ES","Without Sequence","85.00","",""
"04/10/2023 12:00:00 - 04/10/2023 13:00:00","BZN|ES","Without Sequence","84.25","",""
"04/10/2023 13:00:00 - 04/10/2023 14:00:00","BZN|ES","Without Sequence","84.25","",""
"04/10/2023 14:00:00 - 04/10/2023 15:00:00","BZN|ES","Without Sequence","83.55","",""
"04/10/2023 15:00:00 - 04/10/2023 16:00:00","BZN|ES","Without Sequence","82.85","",""
"04/10/2023 16:00:00 - 04/10/2023 17:00:00","BZN|ES","Without Sequence","84.24","",""
"04/10/2023 17:00:00 - 04/10/2023 18:00:00","BZN|ES","Without Sequence","92.00","",""
"04/10/2023 18:00:00 - 04/10/2023 19:00:00","BZN|ES","Without Sequence","111.12","",""
"04/10/2023 19:00:00 - 04/10/2023 20:00:00","BZN|ES","Without Sequence","130.02","",""
"04/10/2023 20:00:00 - 04/10/2023 21:00:00","BZN|ES","Without Sequence","139.93","",""
"04/10/2023 21:00:00 - 04/10/2023 22:00:00","BZN|ES","Without Sequence","132.27","",""
"04/10/2023 22:00:00 - 04/10/2023 23:00:00","BZN|ES","Without Sequence","124.72","",""
"04/10/2023 23:00:00 - 05/10/2023 00:00:00","BZN|ES","Without Sequence","119.98","",""
"05/10/2023 00:00:00 - 05/10/2023 01:00:00","BZN|ES","Without Sequence","103.28","",""
"05/10/2023 01:00:00 - 05/10/2023 02:00:00","BZN|ES","Without Sequence","91.15","",""
"05/10/2023 02:00:00 - 05/10/2023 03:00:00","BZN|ES","Without Sequence","99.20","",""
"05/10/2023 03:00:00 - 05/10/2023 04:00:00","BZN|ES","Without Sequence","103.28","",""
"05/10/2023 04:00:00 - 05/10/2023 05:00:00","BZN|ES","Without Sequence","101.00","",""
"05/10/2023 05:00:00 - 05/10/2023 06:00:00","BZN|ES","Without Sequence","105.09","",""
"05/10/2023 06:00:00 - 05/10/2023 07:00:00","BZN|ES","Without Sequence","103.28","",""
"05/10/2023 07:00:00 - 05/10/2023 08:00:00","BZN|ES","Without Sequence","120.59","",""
"05/10/2023 08:00:00 - 05/10/2023 09:00:00","BZN|ES","Without Sequence","124.92","",""
"05/10/2023 09:00:00 - 05/10/2023 10:00:00","BZN|ES","Without Sequence","112.00","",""
"05/10/2023 10:00:00 - 05/10/2023 11:00:00","BZN|ES","Without Sequence","87.33","",""
"05/10/2023 11:00:00 - 05/10/2023 12:00:00","BZN|ES","Without Sequence","84.22","",""
"05/10/2023 12:00:00 - 05/10/2023 13:00:00","BZN|ES","Without Sequence","82.45","",""
"05/10/2023 13:00:00 - 05/10/2023 14:00:00","BZN|ES","Without Sequence","81.05","",""
"05/10/2023 14:00:00 - 05/10/2023 15:00:00","BZN|ES","Without Sequence","80.03","",""
"05/10/2023 15:00:00 - 05/10/2023 16:00:00","BZN|ES","Without Sequence","83.80","",""
"05/10/2023 16:00:00 - 05/10/2023 17:00:00","BZN|ES","Without Sequence","83.57","",""
"05/10/2023 17:00:00 - 05/10/2023 18:00:00","BZN|ES","Without Sequence","85.20","",""
"05/10/2023 18:00:00 - 05/10/2023 19:00:00","BZN|ES","Without Sequence","112.94","",""
"05/10/2023 19:00:00 - 05/10/2023 20:00:00","BZN|ES","Without Sequence","135.25","",""
"05/10/2023 20:00:00 - 05/10/2023 21:00:00","BZN|ES","Without Sequence","139.40","",""
"05/10/2023 21:00:00 - 05/10/2023 22:00:00","BZN|ES","Without Sequence","129.74","",""
"05/10/2023 22:00:00 - 05/10/2023 23:00:00","BZN|ES","Without Sequence","122.39","",""
"05/10/2023 23:00:00 - 06/10/2023 00:00:00","BZN|ES","Without Sequence","112.84","",""
"06/10/2023 00:00:00 - 06/10/2023 01:00:00","BZN|ES","Without Sequence","118.69","",""
"06/10/2023 01:00:00 - 06/10/2023 02:00:00","BZN|ES","Without Sequence","116.46","",""
"06/10/2023 02:00:00 - 06/10/2023 03:00:00","BZN|ES","Without Sequence","113.27","",""
"06/10/2023 03:00:00 - 06/10/2023 04:00:00","BZN|ES","Without Sequence","112.23","",""
"06/10/2023 04:00:00 - 06/10/2023 05:00:00","BZN|ES","Without Sequence","106.48","",""
"06/10/2023 05:00:00 - 06/10/2023 06:00:00","BZN|ES","Without Sequence","98.00","",""
"06/10/2023 06:00:00 - 06/10/2023 07:00:00","BZN|ES","Without Sequence","113.27","",""
"06/10/2023 07:00:00 - 06/10/2023 08:00:00","BZN|ES","Without Sequence","121.74","",""
"06/10/2023 08:00:00 - 06/10/2023 09:00:00","BZN|ES","Without Sequence","123.00","",""
"06/10/2023 09:00:00 - 06/10/2023 10:00:00","BZN|ES","Without Sequence","112.84","",""
"06/10/2023 10:00:00 - 06/10/2023 11:00:00","BZN|ES","Without Sequence","94.58","",""
"06/10/2023 11:00:00 - 06/10/2023 12:00:00","BZN|ES","Without Sequence","85.20","",""
"06/10/2023 12:00:00 - 06/10/2023 13:00:00","BZN|ES","Without Sequence","84.00","",""
"06/10/2023 13:00:00 - 06/10/2023 14:00:00","BZN|ES","Without Sequence","83.10","",""
"06/10/2023 14:00:00 - 06/10/2023 15:00:00","BZN|ES","Without Sequence","81.90","",""
"06/10/2023 15:00:00 - 06/10/2023 16:00:00","BZN|ES","Without Sequence","81.40","",""
"06/10/2023 16:00:00 - 06/10/2023 17:00:00","BZN|ES","Without Sequence","84.40","",""
"06/10/2023 17:00:00 - 06/10/2023 18:00:00","BZN|ES","Without Sequence","88.49","",""
"06/10/2023 18:00:00 - 06/10/2023 19:00:00","BZN|ES","Without Sequence","112.50","",""
"06/10/2023 19:00:00 - 06/10/2023 20:00:00","BZN|ES","Without Sequence","119.00","",""
"06/10/2023 20:00:00 - 06/10/2023 21:00:00","BZN|ES","Without Sequence","130.00","",""
"06/10/2023 21:00:00 - 06/10/2023 22:00:00","BZN|ES","Without Sequence","122.45","",""
"06/10/2023 22:00:00 - 06/10/2023 23:00:00","BZN|ES","Without Sequence","117.00","",""
"06/10/2023 23:00:00 - 07/10/2023 00:00:00","BZN|ES","Without Sequence","112.23","",""
"07/10/2023 00:00:00 - 07/10/2023 01:00:00","BZN|ES","Without Sequence","116.30","",""
"07/10/2023 01:00:00 - 07/10/2023 02:00:00","BZN|ES","Without Sequence","113.29","",""
"07/10/2023 02:00:00 - 07/10/2023 03:00:00","BZN|ES","Without Sequence","100.47","",""
"07/10/2023 03:00:00 - 07/10/2023 04:00:00","BZN|ES","Without Sequence","99.28","",""
"07/10/2023 04:00:00 - 07/10/2023 05:00:00","BZN|ES","Without Sequence","99.28","",""
"07/10/2023 05:00:00 - 07/10/2023 06:00:00","BZN|ES","Without Sequence","100.01","",""
"07/10/2023 06:00:00 - 07/10/2023 07:00:00","BZN|ES","Without Sequence","109.49","",""
"07/10/2023 07:00:00 - 07/10/2023 08:00:00","BZN|ES","Without Sequence","113.80","",""
"07/10/2023 08:00:00 - 07/10/2023 09:00:00","BZN|ES","Without Sequence","114.28","",""
"07/10/2023 09:00:00 - 07/10/2023 10:00:00","BZN|ES","Without Sequence","100.47","",""
"07/10/2023 10:00:00 - 07/10/2023 11:00:00","BZN|ES","Without Sequence","85.20","",""
"07/10/2023 11:00:00 - 07/10/2023 12:00:00","BZN|ES","Without Sequence","80.26","",""
"07/10/2023 12:00:00 - 07/10/2023 13:00:00","BZN|ES","Without Sequence","65.00","",""
"07/10/2023 13:00:00 - 07/10/2023 14:00:00","BZN|ES","Without Sequence","75.80","",""
"07/10/2023 14:00:00 - 07/10/2023 15:00:00","BZN|ES","Without Sequence","73.00","",""
"07/10/2023 15:00:00 - 07/10/2023 16:00:00","BZN|ES","Without Sequence","60.00","",""
"07/10/2023 16:00:00 - 07/10/2023 17:00:00","BZN|ES","Without Sequence","74.30","",""
"07/10/2023 17:00:00 - 07/10/2023 18:00:00","BZN|ES","Without Sequence","86.44","",""
"07/10/2023 18:00:00 - 07/10/2023 19:00:00","BZN|ES","Without Sequence","102.28","",""
"07/10/2023 19:00:00 - 07/10/2023 20:00:00","BZN|ES","Without Sequence","118.64","",""
"07/10/2023 20:00:00 - 07/10/2023 21:00:00","BZN|ES","Without Sequence","125.00","",""
"07/10/2023 21:00:00 - 07/10/2023 22:00:00","BZN|ES","Without Sequence","125.00","",""
"07/10/2023 22:00:00 - 07/10/2023 23:00:00","BZN|ES","Without Sequence","121.61","",""
"07/10/2023 23:00:00 - 08/10/2023 00:00:00","BZN|ES","Without Sequence","120.59","",""
"08/10/2023 00:00:00 - 08/10/2023 01:00:00","BZN|ES","Without Sequence","121.79","",""
"08/10/2023 01:00:00 - 08/10/2023 02:00:00","BZN|ES","Without Sequence","119.01","",""
"08/10/2023 02:00:00 - 08/10/2023 03:00:00","BZN|ES","Without Sequence","115.60","",""
"08/10/2023 03:00:00 - 08/10/2023 04:00:00","BZN|ES","Without Sequence","120.31","",""
"08/10/2023 04:00:00 - 08/10/2023 05:00:00","BZN|ES","Without Sequence","115.60","",""
"08/10/2023 05:00:00 - 08/10/2023 06:00:00","BZN|ES","Without Sequence","115.60","",""
"08/10/2023 06:00:00 - 08/10/2023 07:00:00","BZN|ES","Without Sequence","115.60","",""
"08/10/2023 07:00:00 - 08/10/2023 08:00:00","BZN|ES","Without Sequence","118.75","",""
"08/10/2023 08:00:00 - 08/10/2023 09:00:00","BZN|ES","Without Sequence","115.60","",""
"08/10/2023 09:00:00 - 08/10/2023 10:00:00","BZN|ES","Without Sequence","102.71","",""
"08/10/2023 10:00:00 - 08/10/2023 11:00:00","BZN|ES","Without Sequence","85.95","",""
"08/10/2023 11:00:00 - 08/10/2023 12:00:00","BZN|ES","Without Sequence","75.70","",""
