"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|ES","Without Sequence","98.60","",""
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","BZN|ES","Without Sequence","85.67","",""
"12/01/2023 13:00:00 - 12/01/2023 14:00:00","BZN|ES","Without Sequence","81.59","",""
"12/01/2023 14:00:00 - 12/01/2023 15:00:00","BZN|ES","Without Sequence","70.34","",""
"12/01/2023 15:00:00 - 12/01/2023 16:00:00","BZN|ES","Without Sequence","70.76","",""
"12/01/2023 16:00:00 - 12/01/2023 17:00:00","BZN|ES","Without Sequence","94.18","",""
"12/01/2023 17:00:00 - 12/01/2023 18:00:00","BZN|ES","Without Sequence","120.63","",""
"12/01/2023 18:00:00 - 12/01/2023 19:00:00","BZN|ES","Without Sequence","132.89","",""
"12/01/2023 19:00:00 - 12/01/2023 20:00:00","BZN|ES","Without Sequence","141.43","",""
"12/01/2023 20:00:00 - 12/01/2023 21:00:00","BZN|ES","Without Sequence","142.22","",""
"12/01/2023 21:00:00 - 12/01/2023 22:00:00","BZN|ES","Without Sequence","114.74","",""
"12/01/2023 22:00:00 - 12/01/2023 23:00:00","BZN|ES","Without Sequence","104.79","",""
"12/01/2023 23:00:00 - 13/01/2023 00:00:00","BZN|ES","Without Sequence","61.32","",""
"13/01/2023 00:00:00 - 13/01/2023 01:00:00","BZN|ES","Without Sequence","59.83","",""
"13/01/2023 01:00:00 - 13/01/2023 02:00:00","BZN|ES","Without Sequence","44.20","",""
"13/01/2023 02:00:00 - 13/01/2023 03:00:00","BZN|ES","Without Sequence","39.05","",""
"13/01/2023 03:00:00 - 13/01/2023 04:00:00","BZN|ES","Without Sequence","39.00","",""
"13/01/2023 04:00:00 - 13/01/2023 05:00:00","BZN|ES","Without Sequence","38.70","",""
"13/01/2023 05:00:00 - 13/01/2023 06:00:00","BZN|ES","Without Sequence","39.00","",""
"13/01/2023 06:00:00 - 13/01/2023 07:00:00","BZN|ES","Without Sequence","58.92","",""
"13/01/2023 07:00:00 - 13/01/2023 08:00:00","BZN|ES","Without Sequence","92.58","",""
"13/01/2023 08:00:00 - 13/01/2023 09:00:00","BZN|ES","Without Sequence","111.33","",""
"13/01/2023 09:00:00 - 13/01/2023 10:00:00","BZN|ES","Without Sequence","106.03","",""
"13/01/2023 10:00:00 - 13/01/2023 11:00:00","BZN|ES","Without Sequence","98.74","",""
"13/01/2023 11:00:00 - 13/01/2023 12:00:00","BZN|ES","Without Sequence","91.17","",""
"13/01/2023 12:00:00 - 13/01/2023 13:00:00","BZN|ES","Without Sequence","82.89","",""
"13/01/2023 13:00:00 - 13/01/2023 14:00:00","BZN|ES","Without Sequence","76.14","",""
"13/01/2023 14:00:00 - 13/01/2023 15:00:00","BZN|ES","Without Sequence","77.96","",""
"13/01/2023 15:00:00 - 13/01/2023 16:00:00","BZN|ES","Without Sequence","80.00","",""
"13/01/2023 16:00:00 - 13/01/2023 17:00:00","BZN|ES","Without Sequence","90.14","",""
"13/01/2023 17:00:00 - 13/01/2023 18:00:00","BZN|ES","Without Sequence","113.13","",""
"13/01/2023 18:00:00 - 13/01/2023 19:00:00","BZN|ES","Without Sequence","128.08","",""
"13/01/2023 19:00:00 - 13/01/2023 20:00:00","BZN|ES","Without Sequence","149.00","",""
"13/01/2023 20:00:00 - 13/01/2023 21:00:00","BZN|ES","Without Sequence","154.70","",""
"13/01/2023 21:00:00 - 13/01/2023 22:00:00","BZN|ES","Without Sequence","138.69","",""
"13/01/2023 22:00:00 - 13/01/2023 23:00:00","BZN|ES","Without Sequence","110.37","",""
"13/01/2023 23:00:00 - 14/01/2023 00:00:00","BZN|ES","Without Sequence","103.94","",""
"14/01/2023 00:00:00 - 14/01/2023 01:00:00","BZN|ES","Without Sequence","80.00","",""
"14/01/2023 01:00:00 - 14/01/2023 02:00:00","BZN|ES","Without Sequence","73.50","",""
"14/01/2023 02:00:00 - 14/01/2023 03:00:00","BZN|ES","Without Sequence","65.91","",""
"14/01/2023 03:00:00 - 14/01/2023 04:00:00","BZN|ES","Without Sequence","49.95","",""
"14/01/2023 04:00:00 - 14/01/2023 05:00:00","BZN|ES","Without Sequence","45.37","",""
"14/01/2023 05:00:00 - 14/01/2023 06:00:00","BZN|ES","Without Sequence","45.00","",""
"14/01/2023 06:00:00 - 14/01/2023 07:00:00","BZN|ES","Without Sequence","48.23","",""
"14/01/2023 07:00:00 - 14/01/2023 08:00:00","BZN|ES","Without Sequence","59.39","",""
"14/01/2023 08:00:00 - 14/01/2023 09:00:00","BZN|ES","Without Sequence","60.65","",""
"14/01/2023 09:00:00 - 14/01/2023 10:00:00","BZN|ES","Without Sequence","68.71","",""
"14/01/2023 10:00:00 - 14/01/2023 11:00:00","BZN|ES","Without Sequence","54.23","",""
"14/01/2023 11:00:00 - 14/01/2023 12:00:00","BZN|ES","Without Sequence","45.40","",""
"14/01/2023 12:00:00 - 14/01/2023 13:00:00","BZN|ES","Without Sequence","45.40","",""
"14/01/2023 13:00:00 - 14/01/2023 14:00:00","BZN|ES","Without Sequence","45.00","",""
"14/01/2023 14:00:00 - 14/01/2023 15:00:00","BZN|ES","Without Sequence","40.00","",""
"14/01/2023 15:00:00 - 14/01/2023 16:00:00","BZN|ES","Without Sequence","35.00","",""
"14/01/2023 16:00:00 - 14/01/2023 17:00:00","BZN|ES","Without Sequence","42.97","",""
"14/01/2023 17:00:00 - 14/01/2023 18:00:00","BZN|ES","Without Sequence","54.23","",""
"14/01/2023 18:00:00 - 14/01/2023 19:00:00","BZN|ES","Without Sequence","64.50","",""
"14/01/2023 19:00:00 - 14/01/2023 20:00:00","BZN|ES","Without Sequence","69.78","",""
"14/01/2023 20:00:00 - 14/01/2023 21:00:00","BZN|ES","Without Sequence","54.52","",""
"14/01/2023 21:00:00 - 14/01/2023 22:00:00","BZN|ES","Without Sequence","45.00","",""
"14/01/2023 22:00:00 - 14/01/2023 23:00:00","BZN|ES","Without Sequence","44.20","",""
"14/01/2023 23:00:00 - 15/01/2023 00:00:00","BZN|ES","Without Sequence","35.00","",""
"15/01/2023 00:00:00 - 15/01/2023 01:00:00","BZN|ES","Without Sequence","25.00","",""
"15/01/2023 01:00:00 - 15/01/2023 02:00:00","BZN|ES","Without Sequence","17.08","",""
"15/01/2023 02:00:00 - 15/01/2023 03:00:00","BZN|ES","Without Sequence","13.94","",""
"15/01/2023 03:00:00 - 15/01/2023 04:00:00","BZN|ES","Without Sequence","4.16","",""
"15/01/2023 04:00:00 - 15/01/2023 05:00:00","BZN|ES","Without Sequence","3.10","",""
"15/01/2023 05:00:00 - 15/01/2023 06:00:00","BZN|ES","Without Sequence","4.16","",""
"15/01/2023 06:00:00 - 15/01/2023 07:00:00","BZN|ES","Without Sequence","4.16","",""
"15/01/2023 07:00:00 - 15/01/2023 08:00:00","BZN|ES","Without Sequence","5.00","",""
"15/01/2023 08:00:00 - 15/01/2023 09:00:00","BZN|ES","Without Sequence","16.18","",""
"15/01/2023 09:00:00 - 15/01/2023 10:00:00","BZN|ES","Without Sequence","26.73","",""
"15/01/2023 10:00:00 - 15/01/2023 11:00:00","BZN|ES","Without Sequence","31.10","",""
"15/01/2023 11:00:00 - 15/01/2023 12:00:00","BZN|ES","Without Sequence","24.61","",""
"15/01/2023 12:00:00 - 15/01/2023 13:00:00","BZN|ES","Without Sequence","23.00","",""
"15/01/2023 13:00:00 - 15/01/2023 14:00:00","BZN|ES","Without Sequence","21.94","",""
"15/01/2023 14:00:00 - 15/01/2023 15:00:00","BZN|ES","Without Sequence","19.23","",""
"15/01/2023 15:00:00 - 15/01/2023 16:00:00","BZN|ES","Without Sequence","15.00","",""
"15/01/2023 16:00:00 - 15/01/2023 17:00:00","BZN|ES","Without Sequence","19.93","",""
"15/01/2023 17:00:00 - 15/01/2023 18:00:00","BZN|ES","Without Sequence","30.00","",""
"15/01/2023 18:00:00 - 15/01/2023 19:00:00","BZN|ES","Without Sequence","35.60","",""
"15/01/2023 19:00:00 - 15/01/2023 20:00:00","BZN|ES","Without Sequence","40.00","",""
"15/01/2023 20:00:00 - 15/01/2023 21:00:00","BZN|ES","Without Sequence","50.56","",""
"15/01/2023 21:00:00 - 15/01/2023 22:00:00","BZN|ES","Without Sequence","41.28","",""
"15/01/2023 22:00:00 - 15/01/2023 23:00:00","BZN|ES","Without Sequence","34.50","",""
"15/01/2023 23:00:00 - 16/01/2023 00:00:00","BZN|ES","Without Sequence","23.00","",""
"16/01/2023 00:00:00 - 16/01/2023 01:00:00","BZN|ES","Without Sequence","4.16","",""
"16/01/2023 01:00:00 - 16/01/2023 02:00:00","BZN|ES","Without Sequence","3.00","",""
"16/01/2023 02:00:00 - 16/01/2023 03:00:00","BZN|ES","Without Sequence","4.16","",""
"16/01/2023 03:00:00 - 16/01/2023 04:00:00","BZN|ES","Without Sequence","3.00","",""
"16/01/2023 04:00:00 - 16/01/2023 05:00:00","BZN|ES","Without Sequence","3.00","",""
"16/01/2023 05:00:00 - 16/01/2023 06:00:00","BZN|ES","Without Sequence","4.16","",""
"16/01/2023 06:00:00 - 16/01/2023 07:00:00","BZN|ES","Without Sequence","4.16","",""
"16/01/2023 07:00:00 - 16/01/2023 08:00:00","BZN|ES","Without Sequence","12.00","",""
"16/01/2023 08:00:00 - 16/01/2023 09:00:00","BZN|ES","Without Sequence","22.80","",""
"16/01/2023 09:00:00 - 16/01/2023 10:00:00","BZN|ES","Without Sequence","22.80","",""
"16/01/2023 10:00:00 - 16/01/2023 11:00:00","BZN|ES","Without Sequence","20.90","",""
"16/01/2023 11:00:00 - 16/01/2023 12:00:00","BZN|ES","Without Sequence","14.00","",""
"16/01/2023 12:00:00 - 16/01/2023 13:00:00","BZN|ES","Without Sequence","14.00","",""
"16/01/2023 13:00:00 - 16/01/2023 14:00:00","BZN|ES","Without Sequence","15.00","",""
"16/01/2023 14:00:00 - 16/01/2023 15:00:00","BZN|ES","Without Sequence","9.69","",""
"16/01/2023 15:00:00 - 16/01/2023 16:00:00","BZN|ES","Without Sequence","9.69","",""
"16/01/2023 16:00:00 - 16/01/2023 17:00:00","BZN|ES","Without Sequence","9.69","",""
"16/01/2023 17:00:00 - 16/01/2023 18:00:00","BZN|ES","Without Sequence","14.00","",""
"16/01/2023 18:00:00 - 16/01/2023 19:00:00","BZN|ES","Without Sequence","22.40","",""
"16/01/2023 19:00:00 - 16/01/2023 20:00:00","BZN|ES","Without Sequence","31.75","",""
"16/01/2023 20:00:00 - 16/01/2023 21:00:00","BZN|ES","Without Sequence","34.20","",""
"16/01/2023 21:00:00 - 16/01/2023 22:00:00","BZN|ES","Without Sequence","24.61","",""
"16/01/2023 22:00:00 - 16/01/2023 23:00:00","BZN|ES","Without Sequence","9.99","",""
"16/01/2023 23:00:00 - 17/01/2023 00:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 00:00:00 - 17/01/2023 01:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 01:00:00 - 17/01/2023 02:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 02:00:00 - 17/01/2023 03:00:00","BZN|ES","Without Sequence","2.99","",""
"17/01/2023 03:00:00 - 17/01/2023 04:00:00","BZN|ES","Without Sequence","1.49","",""
"17/01/2023 04:00:00 - 17/01/2023 05:00:00","BZN|ES","Without Sequence","0.65","",""
"17/01/2023 05:00:00 - 17/01/2023 06:00:00","BZN|ES","Without Sequence","1.49","",""
"17/01/2023 06:00:00 - 17/01/2023 07:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 07:00:00 - 17/01/2023 08:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 08:00:00 - 17/01/2023 09:00:00","BZN|ES","Without Sequence","4.70","",""
"17/01/2023 09:00:00 - 17/01/2023 10:00:00","BZN|ES","Without Sequence","4.85","",""
"17/01/2023 10:00:00 - 17/01/2023 11:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 11:00:00 - 17/01/2023 12:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 12:00:00 - 17/01/2023 13:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 13:00:00 - 17/01/2023 14:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 14:00:00 - 17/01/2023 15:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 15:00:00 - 17/01/2023 16:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 16:00:00 - 17/01/2023 17:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 17:00:00 - 17/01/2023 18:00:00","BZN|ES","Without Sequence","4.16","",""
"17/01/2023 18:00:00 - 17/01/2023 19:00:00","BZN|ES","Without Sequence","4.95","",""
"17/01/2023 19:00:00 - 17/01/2023 20:00:00","BZN|ES","Without Sequence","12.46","",""
"17/01/2023 20:00:00 - 17/01/2023 21:00:00","BZN|ES","Without Sequence","17.50","",""
"17/01/2023 21:00:00 - 17/01/2023 22:00:00","BZN|ES","Without Sequence","12.20","",""
"17/01/2023 22:00:00 - 17/01/2023 23:00:00","BZN|ES","Without Sequence","4.95","",""
"17/01/2023 23:00:00 - 18/01/2023 00:00:00","BZN|ES","Without Sequence","4.16","",""
"18/01/2023 00:00:00 - 18/01/2023 01:00:00","BZN|ES","Without Sequence","3.80","",""
"18/01/2023 01:00:00 - 18/01/2023 02:00:00","BZN|ES","Without Sequence","0.57","",""
"18/01/2023 02:00:00 - 18/01/2023 03:00:00","BZN|ES","Without Sequence","0.10","",""
"18/01/2023 03:00:00 - 18/01/2023 04:00:00","BZN|ES","Without Sequence","0.10","",""
"18/01/2023 04:00:00 - 18/01/2023 05:00:00","BZN|ES","Without Sequence","0.12","",""
"18/01/2023 05:00:00 - 18/01/2023 06:00:00","BZN|ES","Without Sequence","0.65","",""
"18/01/2023 06:00:00 - 18/01/2023 07:00:00","BZN|ES","Without Sequence","1.80","",""
"18/01/2023 07:00:00 - 18/01/2023 08:00:00","BZN|ES","Without Sequence","10.00","",""
"18/01/2023 08:00:00 - 18/01/2023 09:00:00","BZN|ES","Without Sequence","24.61","",""
"18/01/2023 09:00:00 - 18/01/2023 10:00:00","BZN|ES","Without Sequence","21.34","",""
"18/01/2023 10:00:00 - 18/01/2023 11:00:00","BZN|ES","Without Sequence","12.60","",""
"18/01/2023 11:00:00 - 18/01/2023 12:00:00","BZN|ES","Without Sequence","4.16","",""
"18/01/2023 12:00:00 - 18/01/2023 13:00:00","BZN|ES","Without Sequence","4.16","",""
"18/01/2023 13:00:00 - 18/01/2023 14:00:00","BZN|ES","Without Sequence","4.16","",""
"18/01/2023 14:00:00 - 18/01/2023 15:00:00","BZN|ES","Without Sequence","4.16","",""
"18/01/2023 15:00:00 - 18/01/2023 16:00:00","BZN|ES","Without Sequence","4.16","",""
"18/01/2023 16:00:00 - 18/01/2023 17:00:00","BZN|ES","Without Sequence","4.16","",""
"18/01/2023 17:00:00 - 18/01/2023 18:00:00","BZN|ES","Without Sequence","14.00","",""
"18/01/2023 18:00:00 - 18/01/2023 19:00:00","BZN|ES","Without Sequence","35.74","",""
"18/01/2023 19:00:00 - 18/01/2023 20:00:00","BZN|ES","Without Sequence","105.95","",""
"18/01/2023 20:00:00 - 18/01/2023 21:00:00","BZN|ES","Without Sequence","122.70","",""
"18/01/2023 21:00:00 - 18/01/2023 22:00:00","BZN|ES","Without Sequence","100.00","",""
"18/01/2023 22:00:00 - 18/01/2023 23:00:00","BZN|ES","Without Sequence","25.59","",""
"18/01/2023 23:00:00 - 19/01/2023 00:00:00","BZN|ES","Without Sequence","14.00","",""
"19/01/2023 00:00:00 - 19/01/2023 01:00:00","BZN|ES","Without Sequence","40.86","",""
"19/01/2023 01:00:00 - 19/01/2023 02:00:00","BZN|ES","Without Sequence","29.99","",""
"19/01/2023 02:00:00 - 19/01/2023 03:00:00","BZN|ES","Without Sequence","24.98","",""
"19/01/2023 03:00:00 - 19/01/2023 04:00:00","BZN|ES","Without Sequence","24.61","",""
"19/01/2023 04:00:00 - 19/01/2023 05:00:00","BZN|ES","Without Sequence","24.00","",""
"19/01/2023 05:00:00 - 19/01/2023 06:00:00","BZN|ES","Without Sequence","24.61","",""
"19/01/2023 06:00:00 - 19/01/2023 07:00:00","BZN|ES","Without Sequence","26.40","",""
"19/01/2023 07:00:00 - 19/01/2023 08:00:00","BZN|ES","Without Sequence","62.00","",""
"19/01/2023 08:00:00 - 19/01/2023 09:00:00","BZN|ES","Without Sequence","94.80","",""
"19/01/2023 09:00:00 - 19/01/2023 10:00:00","BZN|ES","Without Sequence","66.72","",""
"19/01/2023 10:00:00 - 19/01/2023 11:00:00","BZN|ES","Without Sequence","26.80","",""
"19/01/2023 11:00:00 - 19/01/2023 12:00:00","BZN|ES","Without Sequence","22.60","",""
"19/01/2023 12:00:00 - 19/01/2023 13:00:00","BZN|ES","Without Sequence","21.94","",""
"19/01/2023 13:00:00 - 19/01/2023 14:00:00","BZN|ES","Without Sequence","21.00","",""
"19/01/2023 14:00:00 - 19/01/2023 15:00:00","BZN|ES","Without Sequence","18.57","",""
"19/01/2023 15:00:00 - 19/01/2023 16:00:00","BZN|ES","Without Sequence","18.35","",""
"19/01/2023 16:00:00 - 19/01/2023 17:00:00","BZN|ES","Without Sequence","20.00","",""
"19/01/2023 17:00:00 - 19/01/2023 18:00:00","BZN|ES","Without Sequence","24.61","",""
"19/01/2023 18:00:00 - 19/01/2023 19:00:00","BZN|ES","Without Sequence","38.59","",""
"19/01/2023 19:00:00 - 19/01/2023 20:00:00","BZN|ES","Without Sequence","48.85","",""
"19/01/2023 20:00:00 - 19/01/2023 21:00:00","BZN|ES","Without Sequence","54.80","",""
"19/01/2023 21:00:00 - 19/01/2023 22:00:00","BZN|ES","Without Sequence","41.30","",""
"19/01/2023 22:00:00 - 19/01/2023 23:00:00","BZN|ES","Without Sequence","30.00","",""
"19/01/2023 23:00:00 - 20/01/2023 00:00:00","BZN|ES","Without Sequence","21.94","",""
"20/01/2023 00:00:00 - 20/01/2023 01:00:00","BZN|ES","Without Sequence","48.90","",""
"20/01/2023 01:00:00 - 20/01/2023 02:00:00","BZN|ES","Without Sequence","44.50","",""
"20/01/2023 02:00:00 - 20/01/2023 03:00:00","BZN|ES","Without Sequence","29.99","",""
"20/01/2023 03:00:00 - 20/01/2023 04:00:00","BZN|ES","Without Sequence","30.00","",""
"20/01/2023 04:00:00 - 20/01/2023 05:00:00","BZN|ES","Without Sequence","37.01","",""
"20/01/2023 05:00:00 - 20/01/2023 06:00:00","BZN|ES","Without Sequence","48.00","",""
"20/01/2023 06:00:00 - 20/01/2023 07:00:00","BZN|ES","Without Sequence","53.70","",""
"20/01/2023 07:00:00 - 20/01/2023 08:00:00","BZN|ES","Without Sequence","71.72","",""
"20/01/2023 08:00:00 - 20/01/2023 09:00:00","BZN|ES","Without Sequence","90.58","",""
"20/01/2023 09:00:00 - 20/01/2023 10:00:00","BZN|ES","Without Sequence","93.38","",""
"20/01/2023 10:00:00 - 20/01/2023 11:00:00","BZN|ES","Without Sequence","83.82","",""
"20/01/2023 11:00:00 - 20/01/2023 12:00:00","BZN|ES","Without Sequence","77.00","",""
"20/01/2023 12:00:00 - 20/01/2023 13:00:00","BZN|ES","Without Sequence","82.85","",""
"20/01/2023 13:00:00 - 20/01/2023 14:00:00","BZN|ES","Without Sequence","76.77","",""
"20/01/2023 14:00:00 - 20/01/2023 15:00:00","BZN|ES","Without Sequence","75.00","",""
"20/01/2023 15:00:00 - 20/01/2023 16:00:00","BZN|ES","Without Sequence","75.00","",""
"20/01/2023 16:00:00 - 20/01/2023 17:00:00","BZN|ES","Without Sequence","88.30","",""
"20/01/2023 17:00:00 - 20/01/2023 18:00:00","BZN|ES","Without Sequence","115.97","",""
"20/01/2023 18:00:00 - 20/01/2023 19:00:00","BZN|ES","Without Sequence","164.30","",""
"20/01/2023 19:00:00 - 20/01/2023 20:00:00","BZN|ES","Without Sequence","207.80","",""
"20/01/2023 20:00:00 - 20/01/2023 21:00:00","BZN|ES","Without Sequence","197.95","",""
"20/01/2023 21:00:00 - 20/01/2023 22:00:00","BZN|ES","Without Sequence","175.89","",""
"20/01/2023 22:00:00 - 20/01/2023 23:00:00","BZN|ES","Without Sequence","126.90","",""
"20/01/2023 23:00:00 - 21/01/2023 00:00:00","BZN|ES","Without Sequence","93.53","",""
"21/01/2023 00:00:00 - 21/01/2023 01:00:00","BZN|ES","Without Sequence","75.76","",""
"21/01/2023 01:00:00 - 21/01/2023 02:00:00","BZN|ES","Without Sequence","60.50","",""
"21/01/2023 02:00:00 - 21/01/2023 03:00:00","BZN|ES","Without Sequence","56.00","",""
"21/01/2023 03:00:00 - 21/01/2023 04:00:00","BZN|ES","Without Sequence","52.00","",""
"21/01/2023 04:00:00 - 21/01/2023 05:00:00","BZN|ES","Without Sequence","50.00","",""
"21/01/2023 05:00:00 - 21/01/2023 06:00:00","BZN|ES","Without Sequence","45.19","",""
"21/01/2023 06:00:00 - 21/01/2023 07:00:00","BZN|ES","Without Sequence","45.19","",""
"21/01/2023 07:00:00 - 21/01/2023 08:00:00","BZN|ES","Without Sequence","52.49","",""
"21/01/2023 08:00:00 - 21/01/2023 09:00:00","BZN|ES","Without Sequence","55.16","",""
"21/01/2023 09:00:00 - 21/01/2023 10:00:00","BZN|ES","Without Sequence","55.16","",""
"21/01/2023 10:00:00 - 21/01/2023 11:00:00","BZN|ES","Without Sequence","52.49","",""
"21/01/2023 11:00:00 - 21/01/2023 12:00:00","BZN|ES","Without Sequence","50.00","",""
"21/01/2023 12:00:00 - 21/01/2023 13:00:00","BZN|ES","Without Sequence","45.00","",""
"21/01/2023 13:00:00 - 21/01/2023 14:00:00","BZN|ES","Without Sequence","44.80","",""
"21/01/2023 14:00:00 - 21/01/2023 15:00:00","BZN|ES","Without Sequence","43.77","",""
"21/01/2023 15:00:00 - 21/01/2023 16:00:00","BZN|ES","Without Sequence","37.76","",""
"21/01/2023 16:00:00 - 21/01/2023 17:00:00","BZN|ES","Without Sequence","44.80","",""
"21/01/2023 17:00:00 - 21/01/2023 18:00:00","BZN|ES","Without Sequence","54.60","",""
"21/01/2023 18:00:00 - 21/01/2023 19:00:00","BZN|ES","Without Sequence","75.76","",""
"21/01/2023 19:00:00 - 21/01/2023 20:00:00","BZN|ES","Without Sequence","93.01","",""
"21/01/2023 20:00:00 - 21/01/2023 21:00:00","BZN|ES","Without Sequence","111.56","",""
"21/01/2023 21:00:00 - 21/01/2023 22:00:00","BZN|ES","Without Sequence","91.16","",""
"21/01/2023 22:00:00 - 21/01/2023 23:00:00","BZN|ES","Without Sequence","67.20","",""
"21/01/2023 23:00:00 - 22/01/2023 00:00:00","BZN|ES","Without Sequence","54.02","",""
"22/01/2023 00:00:00 - 22/01/2023 01:00:00","BZN|ES","Without Sequence","32.37","",""
"22/01/2023 01:00:00 - 22/01/2023 02:00:00","BZN|ES","Without Sequence","18.00","",""
"22/01/2023 02:00:00 - 22/01/2023 03:00:00","BZN|ES","Without Sequence","20.00","",""
"22/01/2023 03:00:00 - 22/01/2023 04:00:00","BZN|ES","Without Sequence","14.00","",""
"22/01/2023 04:00:00 - 22/01/2023 05:00:00","BZN|ES","Without Sequence","13.84","",""
"22/01/2023 05:00:00 - 22/01/2023 06:00:00","BZN|ES","Without Sequence","13.29","",""
"22/01/2023 06:00:00 - 22/01/2023 07:00:00","BZN|ES","Without Sequence","11.00","",""
"22/01/2023 07:00:00 - 22/01/2023 08:00:00","BZN|ES","Without Sequence","16.00","",""
"22/01/2023 08:00:00 - 22/01/2023 09:00:00","BZN|ES","Without Sequence","30.10","",""
"22/01/2023 09:00:00 - 22/01/2023 10:00:00","BZN|ES","Without Sequence","28.09","",""
"22/01/2023 10:00:00 - 22/01/2023 11:00:00","BZN|ES","Without Sequence","18.00","",""
"22/01/2023 11:00:00 - 22/01/2023 12:00:00","BZN|ES","Without Sequence","15.00","",""
"22/01/2023 12:00:00 - 22/01/2023 13:00:00","BZN|ES","Without Sequence","18.00","",""
"22/01/2023 13:00:00 - 22/01/2023 14:00:00","BZN|ES","Without Sequence","20.00","",""
"22/01/2023 14:00:00 - 22/01/2023 15:00:00","BZN|ES","Without Sequence","20.15","",""
"22/01/2023 15:00:00 - 22/01/2023 16:00:00","BZN|ES","Without Sequence","18.00","",""
"22/01/2023 16:00:00 - 22/01/2023 17:00:00","BZN|ES","Without Sequence","21.94","",""
"22/01/2023 17:00:00 - 22/01/2023 18:00:00","BZN|ES","Without Sequence","32.99","",""
"22/01/2023 18:00:00 - 22/01/2023 19:00:00","BZN|ES","Without Sequence","71.72","",""
